규정명,조항,제목,본문,키워드
인사 규정,제15조,보직의 원칙,"직원의 보직은 담당 직무가 요구한 개인의 학력, 경력, 능력 및 기타 예울마루의 필요
성을 고려하여 적재적소에 배치함을 원칙으로 한다.","보직의,원칙"
인사 규정,제16조,적용범위,"이 규정은 예울마루에 근무하는 전 직원에 대하여 적용하며 보직 및 인사발령에 관하여 
다른 규정에 특별히 정한 것을 제외하고는 이 규정에 의한다.",적용범위
인사 규정,제17조,겸직,"예울마루는 필요에 따라 직무내용이 유사하고 현 담당 직무수행에 지장이 없다고 인정
되는 경우에는 타 직무를 겸직 시킬 수 있다.",겸직
인사 규정,제18조,직무대행,"①소속 부서 내의 상위 직급자가 공석 또는 유고시에 그 보직에 대하여 하위 직급자
를 직무대행으로 임명할 수 있다. 
②직무 대행자는 대행하는 직무에 한해서 상위 직급자의 권한과 책임을 가진다.",직무대행
인사 규정,제19조,전보,"다음 각 호에 해당되는 경우에는 전보를 명할 수 있다.
1.결원 보충이 시급할 경우
2.직무수행능력을 보다 유용하게 활용하고자 할 경우
3.승진으로 인하여 상위직으로 보직할 경우
4.기구 개편으로 인하여 인원 조정이 불가피할 경우
5.기타 인사관리상 필요로 한 경우",전보
인사 규정,제19조-1,전보 — 결원 보충이 시급할 경우,"결원 보충이 시급할 경우
(인사 규정 제19조 전보 제1호)","전보,결원,보충이,시급할,경우"
인사 규정,제19조-2,전보 — 직무수행능력을 보다 유용하게 활용하고자 할 경우,"직무수행능력을 보다 유용하게 활용하고자 할 경우
(인사 규정 제19조 전보 제2호)","전보,직무수행능력을,보다,유용하게,활용하고자,경우"
인사 규정,제19조-3,전보 — 승진으로 인하여 상위직으로 보직할 경우,"승진으로 인하여 상위직으로 보직할 경우
(인사 규정 제19조 전보 제3호)","전보,승진으로,인하여,상위직으로,보직할,경우"
인사 규정,제19조-4,전보 — 기구 개편으로 인하여 인원 조정이 불가피할 경우,"기구 개편으로 인하여 인원 조정이 불가피할 경우
(인사 규정 제19조 전보 제4호)","전보,기구,개편으로,인하여,인원,조정이,불가피할,경우"
인사 규정,제19조-5,전보 — 기타 인사관리상 필요로 한 경우,"기타 인사관리상 필요로 한 경우
(인사 규정 제19조 전보 제5호)","전보,기타,인사관리상,필요로,경우"
인사 규정,제20조,파견,"①예울마루는 업무량의 일시적인 증가로 타 직원의 지원이 필요한 때 또는 예울마루 
정책상 필요한 때에는 파견을 명할 수 있다.
②파견근무자는 파견 기간 중 근무지 책임자의 직무상 지휘감독을 받아야 하며, 그 임무가 
종료되면 복귀 명령에 따라 지체 없이 원 소속부서로 복귀하여야 한다.",파견
인사 규정,제21조,순환보직,"예울마루는 업무에 지장을 초래하지 않는 범위 내에서 특정 직무의 장기 근무로 인한 
침체를 방지하고 능률적인 업무 수행을 기할 수 있도록 순환보직을 실시할 수 있다.",순환보직
인사 규정,제22조,부임,"전보 또는 파견 명령을 받은 직원은 발령일 또는 예울마루가 지정한 날까지 담당업무를 
인계하고 부임지에 부임하여야 한다.",부임
인사 규정,제23조,목적,"이 규정은 직원의 재충전을 통한 근무의욕 고취, 법규정 준수 및 근로의 계속성 보호를 
위한 휴가 및 휴직 부여에 관하여 규정함을 목적으로 한다.",목적
인사 규정,제24조,적용범위,이 규정은 예울마루에 근무하는 전 직원에 대하여 적용한다.,적용범위
인사 규정,제25조,휴가,"직원은 근로기준법 등의 법령이 정하는 범위 내 다음 각 호의 휴가를 받을 수 있다.
1.연차휴가
2.출산휴가
3.배우자 출산휴가
4.공  가
5.병  가
6.특별휴가
7.보상휴가
 8. 생리휴가",휴가
인사 규정,제25조-1,휴가 — 연차휴가,"연차휴가
(인사 규정 제25조 휴가 제1호)","휴가,연차휴가"
인사 규정,제25조-2,휴가 — 출산휴가,"출산휴가
(인사 규정 제25조 휴가 제2호)","휴가,출산휴가"
인사 규정,제25조-3,휴가 — 배우자 출산휴가,"배우자 출산휴가
(인사 규정 제25조 휴가 제3호)","휴가,배우자,출산휴가"
인사 규정,제25조-4,휴가 — 공  가,"공  가
(인사 규정 제25조 휴가 제4호)",휴가
인사 규정,제25조-5,휴가 — 병  가,"병  가
(인사 규정 제25조 휴가 제5호)",휴가
인사 규정,제25조-6,휴가 — 특별휴가,"특별휴가
(인사 규정 제25조 휴가 제6호)","휴가,특별휴가"
인사 규정,제25조-7,휴가 — 보상휴가,"보상휴가
(인사 규정 제25조 휴가 제7호)","휴가,보상휴가"
인사 규정,제25조-8,휴가 — 생리휴가,"생리휴가
(인사 규정 제25조 휴가 제8호)","휴가,생리휴가"
인사 규정,제26조,연차휴가,"①예울마루는 1년간 8할 이상 출근한 직원에 대하여는 15일의 연차유급휴가를 준다.
②계속 근로연수가 1년 미만인 직원에 대하여는 1월 간 개근 시 1일의 연차유급휴가
를 부여한다.
③3년 이상 계속 근로한 직원에 대하여는 제1항의 규정에 의한 휴가에 최초 1년을 초
과하는 계속 근로연수 매 2년에 대하여 1일을 가산한 연차 유급휴가를 준다. 이 경
우 가산휴가를 포함한 총 휴가 일수는 25일을 한도로 한다.
④연차휴가는 직원의 신청에 의해 오전 또는 오후로 2회 분할하여 사용할 수 있다.
⑤제1항 내지 제3항의 규정에 의한 휴가는 당해연도에 행사하지 아니한 때에는 소멸
된다. 다만 예울마루의 귀책사유로 사용하지 못한 경우에는 그러하지 아니하다.
⑥유연근무제 근무 직원의 경우 근무시간에 비례하여 시간 단위로 실시한다.
⑦휴가에 관한 기타 사항은 근로기준법을 따른다.",연차휴가
인사 규정,제27조,연차휴가의 사용촉진,"예울마루가 제26조 제1항 내지 제3항의 규정에 의한 연차휴가의 사용을 촉진하기 위하
여 다음 각호의 조치를 하였음에도 불구하고 직원이 휴가를 사용하지 아니하여 제26조
제5항의 본문의 규정에 따라 소멸된 경우에는 예울마루는 그 미사용휴가에 대하여 보
상할 의무가 없으며, 제26조 제5항의 단서규정에 의한 사용자의 귀책사유에도 해당하
지 아니하는 것으로 본다.
1.제26조 제5항 본문의 규정에 의한 기간이 끝나기 6개월 전(근속기간 1년 미만인 
근로자에 대해서는 최초 1년의 근로기간이 끝나기 3개월 전)을 기준으로 10일 이
내에 예울마루는 직원별로 미사용 휴가일수를 알려주고, 직원은 그 사용시기를 정
하여 예울마루에 통보하도록 서면으로 촉구할 것. 
2.동조 제1호에 규정에 의한 촉구에도 불구하고 근로자가 촉구를 받은 때부터 10일 
이내에 미사용 휴가의 전부 또는 일부의 사용 시기를 정하여 예울마루에 통보하지 
아니한 경우에는 제26조 제5항 본문의 규정에 의한 기간이 끝나기 2월 전(근속기
간 1년 미만인 근로자에 대해서는 최초 1년의 근로기간이 끝나기 1개월 전)까지 
예울마루는 미사용 휴가의 사용시기를 정하여 직원에게 서면으로 통보할 것.","연차휴가의,사용촉진"
인사 규정,제27조-1,연차휴가의 사용촉진 — 제26조 제5항 본문의 규정에 의한 기간이 끝나기,"제26조 제5항 본문의 규정에 의한 기간이 끝나기 6개월 전(근속기간 1년 미만인 근로자에 대해서는 최초 1년의 근로기간이 끝나기 3개월 전)을 기준으로 10일 이 내에 예울마루는 직원별로 미사용 휴가일수를 알려주고, 직원은 그 사용시기를 정 하여 예울마루에 통보하도록 서면으로 촉구할 것.
(인사 규정 제27조 연차휴가의 사용촉진 제1호)","연차휴가의,사용촉진,제26조,제5항,본문의,규정에,의한,기간이,끝나기,6개월,근속기간,1년,미만인,근로자에,대해서는,최초"
인사 규정,제27조-2,연차휴가의 사용촉진 — 동조 제1호에 규정에 의한 촉구에도 불구하고 근로자,"동조 제1호에 규정에 의한 촉구에도 불구하고 근로자가 촉구를 받은 때부터 10일 이내에 미사용 휴가의 전부 또는 일부의 사용 시기를 정하여 예울마루에 통보하지 아니한 경우에는 제26조 제5항 본문의 규정에 의한 기간이 끝나기 2월 전(근속기 간 1년 미만인 근로자에 대해서는 최초 1년의 근로기간이 끝나기 1개월 전)까지 예울마루는 미사용 휴가의 사용시기를 정하여 직원에게 서면으로 통보할 것.
(인사 규정 제27조 연차휴가의 사용촉진 제2호)","연차휴가의,사용촉진,동조,제1호에,규정에,의한,촉구에도,불구하고,근로자가,촉구를,받은,때부터,10일,이내에,미사용,휴가의,전부"
인사 규정,제28조,출산휴가,"①임신 중의 여성 직원에게 출산 전과 출산 후를 통하여 90일의 보호휴가를 준다. 이 
경우 반드시 출산 후에 45일 이상 부여한다.
②임신 중인 여성 직원이 유산의 경험 등 근로기준법 시행령이 정하는 사유로 제1항의 
휴가를 청구하는 경우 출산 전 어느 때라도 휴가를 나누어 사용할 수 있도록 한다. 
이 경우 출산 후의 휴가 기간은 연속하여 45일 이상이 되어야 한다.
③임신 중인 여성 직원이 유산 또는 사산한 경우로서 해당 직원이 청구하는 경우에는 
근로 기준법령에 따른 휴가를 부여한다. 다만, 모자보건법에서 허용되지 않는 인공
중절 수술은 제외한다.
④임신 중의 여성 직원에게 연장근로를 시키지 아니하며, 요구가 있는 경우 쉬운 종류
의 근로로 전환시킨다.",출산휴가
인사 규정,제29조,배우자 출산휴가,"①직원이 배우자의 출산을 이유로 휴가를 청구하는 경우에 10일의 휴가를 주어야 한다. 
이 경우 사용한 휴가기간은 유급으로 한다.
②제1항에 따른 휴가는 직원의 배우자가 출산한 날로부터 90일이 지나면 청구할 수 
없다. 
③제1항에 따른 휴가는 1회에 한정하여 분할하여 사용할 수 있다.","배우자,출산휴가"
인사 규정,제30조,공가,"예울마루는 직원이 다음 각호의 1에 해당하는 경우에는 필요한 기간의 공가를 준다.
1.법률에 의한 투표에 참가할 때
2.법원 기타 공공기관에 증인, 참고인, 피고인, 당사자 등으로 출석하는 때
3.천재지변(전염병), 화재, 교통차단, 기타 부득이한 사유로 출근이 불가능한 때

4.본인 및 배우자의 직계 존비속이 천재지변, 화재 등으로 재해를 입었을 때
5.인사명령으로 인하여 신임지로 부임하는 때
6.병역법 기타 다른 법령에 의한 동원 또는 훈련에 참가할 때",공가
인사 규정,제30조-1,공가 — 법률에 의한 투표에 참가할 때,"법률에 의한 투표에 참가할 때
(인사 규정 제30조 공가 제1호)","공가,법률에,의한,투표에,참가할"
인사 규정,제30조-2,"공가 — 법원 기타 공공기관에 증인, 참고인, 피고인, 당사","법원 기타 공공기관에 증인, 참고인, 피고인, 당사자 등으로 출석하는 때
(인사 규정 제30조 공가 제2호)","공가,법원,기타,공공기관에,증인,참고인,피고인,당사자,등으로,출석하는"
인사 규정,제30조-3,"공가 — 천재지변(전염병), 화재, 교통차단, 기타 부득이한","천재지변(전염병), 화재, 교통차단, 기타 부득이한 사유로 출근이 불가능한 때
(인사 규정 제30조 공가 제3호)","공가,천재지변,전염병,화재,교통차단,기타,부득이한,사유로,출근이,불가능한"
인사 규정,제30조-4,"공가 — 본인 및 배우자의 직계 존비속이 천재지변, 화재 등","본인 및 배우자의 직계 존비속이 천재지변, 화재 등으로 재해를 입었을 때
(인사 규정 제30조 공가 제4호)","공가,본인,배우자의,직계,존비속이,천재지변,화재,등으로,재해를,입었을"
인사 규정,제30조-5,공가 — 인사명령으로 인하여 신임지로 부임하는 때,"인사명령으로 인하여 신임지로 부임하는 때
(인사 규정 제30조 공가 제5호)","공가,인사명령으로,인하여,신임지로,부임하는"
인사 규정,제30조-6,공가 — 병역법 기타 다른 법령에 의한 동원 또는 훈련에 참,"병역법 기타 다른 법령에 의한 동원 또는 훈련에 참가할 때
(인사 규정 제30조 공가 제6호)","공가,병역법,기타,다른,법령에,의한,동원,또는,훈련에,참가할"
인사 규정,제31조,특별휴가,"예울마루는 다음에 해당하는 사원에 대하여는 그 청구에 따라 특별 휴가를 줄 수 있다.
1.본인 결혼 : 7일
2.자녀 결혼 : 2일
3.형제자매(배우자 형제자매 포함) 결혼 : 1일
4.부모(배우자 부모 포함) 회갑 : 2일
5.부모(배우자 부모 포함) 사망 : 6일
6.외·조부모 사망 : 3일(승중손 6일)
7.배우자 사망 : 6일
8.자녀 사망 : 5일
9.형제자매(배우자 형제자매 포함) : 2일",특별휴가
인사 규정,제31조-1,특별휴가 — 본인 결혼,"본인 결혼 : 7일
(인사 규정 제31조 특별휴가 제1호)","특별휴가,본인,결혼,7일"
인사 규정,제31조-2,특별휴가 — 자녀 결혼,"자녀 결혼 : 2일
(인사 규정 제31조 특별휴가 제2호)","특별휴가,자녀,결혼,2일"
인사 규정,제31조-3,특별휴가 — 형제자매(배우자 형제자매 포함) 결혼,"형제자매(배우자 형제자매 포함) 결혼 : 1일
(인사 규정 제31조 특별휴가 제3호)","특별휴가,형제자매,배우자,포함,결혼,1일"
인사 규정,제31조-4,특별휴가 — 부모(배우자 부모 포함) 회갑,"부모(배우자 부모 포함) 회갑 : 2일
(인사 규정 제31조 특별휴가 제4호)","특별휴가,부모,배우자,포함,회갑,2일"
인사 규정,제31조-5,특별휴가 — 부모(배우자 부모 포함) 사망,"부모(배우자 부모 포함) 사망 : 6일
(인사 규정 제31조 특별휴가 제5호)","특별휴가,부모,배우자,포함,사망,6일"
인사 규정,제31조-6,특별휴가 — 외·조부모 사망,"외·조부모 사망 : 3일(승중손 6일)
(인사 규정 제31조 특별휴가 제6호)","특별휴가,조부모,사망,3일,승중손,6일"
인사 규정,제31조-7,특별휴가 — 배우자 사망,"배우자 사망 : 6일
(인사 규정 제31조 특별휴가 제7호)","특별휴가,배우자,사망,6일"
인사 규정,제31조-8,특별휴가 — 자녀 사망,"자녀 사망 : 5일
(인사 규정 제31조 특별휴가 제8호)","특별휴가,자녀,사망,5일"
인사 규정,제31조-9,특별휴가 — 형제자매(배우자 형제자매 포함),"형제자매(배우자 형제자매 포함) : 2일
(인사 규정 제31조 특별휴가 제9호)","특별휴가,형제자매,배우자,포함,2일"
인사 규정,제32조,보상휴가,"예울마루는 직원대표와 서면합의 할 경우「복무규정」제17조 제1항에서 규정한 근무시
간을 초과하여 근무하거나, 야간 근무 및 휴일근무에 대하여 보수를 지급하는 것에   
갈음하여 휴가를 부여할 수 있다.",보상휴가
인사 규정,제33조,생리휴가,예울마루는 여성 직원이 청구하는 경우 월 1일의 무급 생리휴가를 부여한다.,생리휴가
인사 규정,제34조,휴가 기간 중의 휴일,유급휴가의 경우 휴가 기간 중 공휴일이 있을 때는 휴가 일수에 포함해서 계산한다.,"휴가,기간,중의,휴일"
인사 규정,제35조,휴가 기간 중의 급여,휴가 기간 중에는 급여 전액 지급을 원칙으로 한다.,"휴가,기간,중의,급여"
인사 규정,제36조,휴가 중 출근 명령,예울마루의 업무상 필요할 때에는 휴가 중인 직원에 대하여 출근을 명할 수 있다.,"휴가,출근,명령"
인사 규정,제37조,휴직사유,"아래 각 호에 해당하는 자는 휴직을 명하거나 휴직 청원을 허가할 수 있다.
1.업무외 상병, 재해 및 기타 인정되는 사유로 인한 결근이 1개월을 초과하는 자
2.병역복무를 위하여 징집되는 자
3.만 8세 이하 또는 초등학교 2학년 이하의 자녀를 양육하기 위하여 휴직을 신청한 자
4.조부모, 부모, 배우자, 배우자의 부모, 자녀 또는 손자녀(이하 ""가족""이라 한다)의 
질병, 사고, 노령으로 인하여 그 가족을 돌보기 위하여 휴직을 신청한 자. 다만, 조
부모 또는 손자녀를 돌보기 위하여 가족돌봄휴직을 신청한 근로자 외에도 조부모의 
직계비속 또는 손자녀의 직계존속이 있는 경우 등 관계법령 중 사유에 해당하는  

경우에는 예외로 한다.
5.예울마루의 형편상 불가피한 자
6.기타 일신상의 부득이한 사유로 필요하다고 인정되는 경우",휴직사유
인사 규정,제37조-1,"휴직사유 — 업무외 상병, 재해 및 기타 인정되는 사유로 인한","업무외 상병, 재해 및 기타 인정되는 사유로 인한 결근이 1개월을 초과하는 자
(인사 규정 제37조 휴직사유 제1호)","휴직사유,업무외,상병,재해,기타,인정되는,사유로,인한,결근이,1개월을,초과하는"
인사 규정,제37조-2,휴직사유 — 병역복무를 위하여 징집되는 자,"병역복무를 위하여 징집되는 자
(인사 규정 제37조 휴직사유 제2호)","휴직사유,병역복무를,위하여,징집되는"
인사 규정,제37조-3,휴직사유 — 만 8세 이하 또는 초등학교 2학년 이하의 자녀를,"만 8세 이하 또는 초등학교 2학년 이하의 자녀를 양육하기 위하여 휴직을 신청한 자
(인사 규정 제37조 휴직사유 제3호)","휴직사유,8세,이하,또는,초등학교,2학년,이하의,자녀를,양육하기,위하여,휴직을,신청한"
인사 규정,제37조-4,"휴직사유 — 조부모, 부모, 배우자, 배우자의 부모, 자녀 또는","조부모, 부모, 배우자, 배우자의 부모, 자녀 또는 손자녀(이하 ""가족""이라 한다)의 질병, 사고, 노령으로 인하여 그 가족을 돌보기 위하여 휴직을 신청한 자. 다만, 조 부모 또는 손자녀를 돌보기 위하여 가족돌봄휴직을 신청한 근로자 외에도 조부모의 직계비속 또는 손자녀의 직계존속이 있는 경우 등 관계법령 중 사유에 해당하는
(인사 규정 제37조 휴직사유 제4호)","휴직사유,조부모,부모,배우자,배우자의,자녀,또는,손자녀,이하,가족이라,한다,질병,사고,노령으로"
인사 규정,제37조-5,휴직사유 — 예울마루의 형편상 불가피한 자,"예울마루의 형편상 불가피한 자
(인사 규정 제37조 휴직사유 제5호)","휴직사유,예울마루의,형편상,불가피한"
인사 규정,제37조-6,휴직사유 — 기타 일신상의 부득이한 사유로 필요하다고 인정되는,"기타 일신상의 부득이한 사유로 필요하다고 인정되는 경우
(인사 규정 제37조 휴직사유 제6호)","휴직사유,기타,일신상의,부득이한,사유로,필요하다고,인정되는,경우"
인사 규정,제38조,휴직기간,휴직 기간은 1년 이내로 관장이 결정한다.,휴직기간
인사 규정,제39조,휴직자의 급여,휴직자의 급여는 급여 및 복리후생 규정 제10조(휴직자의 급여)에 의한다.,"휴직자의,급여"
인사 규정,제40조,휴직자의 면직 사유,"다음 각 호에 해당하는 자는 당연 면직된다.
1.휴직 기간 만료 후 7일 이내 복직 청원을 하지 아니한 자
2.복직이 허가되지 아니한 자
3.복직 명령을 받고 복직하지 아니한 자
4.휴직 기간 중 복무 의사가 없는 것으로 인정되는 행위를 하거나 또는 예울마루의 
사전 승인 없이 타 직무에 종사하는 자","휴직자의,면직,사유"
인사 규정,제40조-1,휴직자의 면직 사유 — 휴직 기간 만료 후 7일 이내 복직 청원을 하지 아,"휴직 기간 만료 후 7일 이내 복직 청원을 하지 아니한 자
(인사 규정 제40조 휴직자의 면직 사유 제1호)","휴직자의,면직,사유,휴직,기간,만료,7일,이내,복직,청원을,하지,아니한"
인사 규정,제40조-2,휴직자의 면직 사유 — 복직이 허가되지 아니한 자,"복직이 허가되지 아니한 자
(인사 규정 제40조 휴직자의 면직 사유 제2호)","휴직자의,면직,사유,복직이,허가되지,아니한"
인사 규정,제40조-3,휴직자의 면직 사유 — 복직 명령을 받고 복직하지 아니한 자,"복직 명령을 받고 복직하지 아니한 자
(인사 규정 제40조 휴직자의 면직 사유 제3호)","휴직자의,면직,사유,복직,명령을,받고,복직하지,아니한"
인사 규정,제40조-4,휴직자의 면직 사유 — 휴직 기간 중 복무 의사가 없는 것으로 인정되는 행,"휴직 기간 중 복무 의사가 없는 것으로 인정되는 행위를 하거나 또는 예울마루의 사전 승인 없이 타 직무에 종사하는 자
(인사 규정 제40조 휴직자의 면직 사유 제4호)","휴직자의,면직,사유,휴직,기간,복무,의사가,없는,것으로,인정되는,행위를,하거나,또는,예울마루의,사전,승인,없이,직무에"
인사 규정,제41조,복직,"①휴직자가 복직을 청원하고자 할 경우에는 휴직 기간 만료 후 7일 이내에 휴직 사유
의 소멸을 증명하는 증빙서류를 첨부하여 복직원을 제출한다.
②휴직 기간 만료일 이전이라도 휴직 사유가 소멸하여 업무 수행이 가능하다고 인정
되는 경우 관장이 복직을 명할 수 있다.",복직
인사 규정,제42조,퇴직구분,퇴직은 의원면직과 당연면직으로 구분한다.,퇴직구분
인사 규정,제43조,의원면직,"①직원이 퇴직 의사를 표시한 경우에는 면직을 명할 수 있다.
②직원이 퇴직을 하고자 할 경우에는 사직 예정일 15일 전에 ""사직원""을 제출하고 업무 
인수인계서와 주요 미결사항 등을 작성하여야 하며, 상급자의 업무감사를 받아야 한다.
③직원은 사직원을 제출한 후라도 예울마루의 승인을 받아 퇴직하기 전까지는 그 직
무를 성실히 수행하여야 한다.",의원면직
인사 규정,제44조,당연면직,"직원이 다음 각 호에 해당하는 경우에는 당연히 면직된다.
1.근로계약이 만료되었을 때
2.정년에 달한 경우
3.사망하였을 때

4.휴직 기간이 만료되어도 휴직 사유가 해소되지 아니하거나 소정 기일 내에 복직원
을 제출하지 아니한 경우
5.형사사건으로 소추되어 금고 이상의 형이 확정된 경우 단, 업무 수행과 관련하여 
발생한 사건에 대하여는 별도로 정하는 바에 따른다.
6.기타 당연 면직으로 인정되는 경우",당연면직
인사 규정,제44조-1,당연면직 — 근로계약이 만료되었을 때,"근로계약이 만료되었을 때
(인사 규정 제44조 당연면직 제1호)","당연면직,근로계약이,만료되었을"
인사 규정,제44조-2,당연면직 — 정년에 달한 경우,"정년에 달한 경우
(인사 규정 제44조 당연면직 제2호)","당연면직,정년에,달한,경우"
인사 규정,제44조-3,당연면직 — 사망하였을 때,"사망하였을 때
(인사 규정 제44조 당연면직 제3호)","당연면직,사망하였을"
인사 규정,제44조-4,당연면직 — 휴직 기간이 만료되어도 휴직 사유가 해소되지 아니하,"휴직 기간이 만료되어도 휴직 사유가 해소되지 아니하거나 소정 기일 내에 복직원 을 제출하지 아니한 경우
(인사 규정 제44조 당연면직 제4호)","당연면직,휴직,기간이,만료되어도,사유가,해소되지,아니하거나,소정,기일,내에,복직원,제출하지,아니한,경우"
인사 규정,제44조-5,당연면직 — 형사사건으로 소추되어 금고 이상의 형이 확정된 경우,"형사사건으로 소추되어 금고 이상의 형이 확정된 경우 단, 업무 수행과 관련하여 발생한 사건에 대하여는 별도로 정하는 바에 따른다.
(인사 규정 제44조 당연면직 제5호)","당연면직,형사사건으로,소추되어,금고,이상의,형이,확정된,경우,업무,수행과,관련하여,발생한,사건에,대하여는,별도로"
인사 규정,제44조-6,당연면직 — 기타 당연 면직으로 인정되는 경우,"기타 당연 면직으로 인정되는 경우
(인사 규정 제44조 당연면직 제6호)","당연면직,기타,당연,면직으로,인정되는,경우"
인사 규정,제45조,정년,"①직원의 정년은 만 60세가 되는 날로 하며, 직원이 정년에 달하였을 경우에는 정년
에 달하는 월의 말에 당연히 면직된다.
②예울마루가 필요하다고 인정할 경우에는 기간을 정하여 이사장의 명에 의하여 정년
을 연장할 수 있다.",정년
인사 규정,제46조,교육,"①예울마루는 직원의 인격을 도야하고 업무지식 및 기술을 향상시키기 위한 교육을 
실시한다.
②직원은 예울마루가 실시하는 교육에 성실히 임하여야 하며 항상 자기계발에 노력하
여야 한다.
③교육에 관하여 필요한 사항은 별도로 정하는 바에 의한다.",교육
인사 규정,제47조,안전 및 보건,"①예울마루는 재해방지를 위하여 직원에게 안전 및 보건교육을 실시한다.
②직원은 안전에 관한 제법령 및 예울마루의 규정을 준수하며 재해방지에 노력하여야 
한다.
③안전, 보건에 관한 사항은 별도로 정하는 바에 의한다.","안전,보건"
인사 규정,제48조,건강진단,"예울마루는 직원의 건강보호, 유지를 위하여 산업안전보건법이 정하는 바에 따라 매년 
1회 일반 건강진단을 실시한다. 단, 사무직은 매 2년에 1회 실시한다.",건강진단
인사 규정,제49조,목적,"이 규정은 사원의 사기앙양을 위한 포상과 예울마루의 사내 질서를 유지하기 위한 징계
에 관한 사항을 규정함을 목적으로 한다.",목적
인사 규정,제50조,적용범위,직원의 포상 및 징계에 관한 사항은 이 규정이 정하는 바에 의한다.,적용범위
인사 규정,제51조,인사위원회,"직원의 상벌에 관한 사항을 엄정, 공정하게 처리하기 위하여 인사위원회를 설치, 운영
하며 이에 관하여는 별도로 정한다.",인사위원회
인사 규정,제52조,인사위원회의 설치 및 해체,"인사위원회 개최 품의 시 관장의 결재로 설치되고 연말 또는 인사위원회의 의결이 상임 
이사의 승인으로 확정될 때 해체된다.
제 2 절  포  상","인사위원회의,설치,해체"
인사 규정,제53조,포상,직원으로서 예울마루 이익에 현저하게 공헌하여 공로가 인정된 자는 포상할 수 있다.,포상
인사 규정,제54조,포상기준,"포상에 있어 그 기준은 다음 각 호에 정하는 바와 같다.
1.능력 또는 근무성적이 우수하여 타 사원의 모범이 되는 자
2.업무상 유익한 발명, 고안 또는 개선을 한 자
3.재해를 미연에 방지하거나 재해시에 특히 공로가 있었던 자
4.업무수행 중 업무상 원인으로 상병 또는 순직한 자로서 타의 귀감이 되는 자
5.사회적인 공적으로 예울마루의 명예를 향상시킨 자
6.기타 특별히 표창할 필요가 있다고 인정되는 자",포상기준
인사 규정,제54조-1,포상기준 — 능력 또는 근무성적이 우수하여 타 사원의 모범이 되,"능력 또는 근무성적이 우수하여 타 사원의 모범이 되는 자
(인사 규정 제54조 포상기준 제1호)","포상기준,능력,또는,근무성적이,우수하여,사원의,모범이,되는"
인사 규정,제54조-2,"포상기준 — 업무상 유익한 발명, 고안 또는 개선을 한 자","업무상 유익한 발명, 고안 또는 개선을 한 자
(인사 규정 제54조 포상기준 제2호)","포상기준,업무상,유익한,발명,고안,또는,개선을"
인사 규정,제54조-3,포상기준 — 재해를 미연에 방지하거나 재해시에 특히 공로가 있었,"재해를 미연에 방지하거나 재해시에 특히 공로가 있었던 자
(인사 규정 제54조 포상기준 제3호)","포상기준,재해를,미연에,방지하거나,재해시에,특히,공로가,있었던"
인사 규정,제54조-4,포상기준 — 업무수행 중 업무상 원인으로 상병 또는 순직한 자로,"업무수행 중 업무상 원인으로 상병 또는 순직한 자로서 타의 귀감이 되는 자
(인사 규정 제54조 포상기준 제4호)","포상기준,업무수행,업무상,원인으로,상병,또는,순직한,자로서,타의,귀감이,되는"
인사 규정,제54조-5,포상기준 — 사회적인 공적으로 예울마루의 명예를 향상시킨 자,"사회적인 공적으로 예울마루의 명예를 향상시킨 자
(인사 규정 제54조 포상기준 제5호)","포상기준,사회적인,공적으로,예울마루의,명예를,향상시킨"
인사 규정,제54조-6,포상기준 — 기타 특별히 표창할 필요가 있다고 인정되는 자,"기타 특별히 표창할 필요가 있다고 인정되는 자
(인사 규정 제54조 포상기준 제6호)","포상기준,기타,특별히,표창할,필요가,있다고,인정되는"
인사 규정,제55조,포상의 종류,"①포상의 종류는 아래 각호에서 정하는 바와 같다.
1.상장 또는 상패
2.상품
3.상금
4.포상휴가
5.특별승진
6.기타 인사위원회의 의결에 의해 이사장의 승인을 득 한 것
②정상에 따라서 제1항 각호에 정하는 것 중 두 가지 이상을 동시에 수여할 수 있다.
제 3 절  징  계","포상의,종류"
인사 규정,제55조-1,포상의 종류 — 상장 또는 상패,"상장 또는 상패
(인사 규정 제55조 포상의 종류 제1호)","포상의,종류,상장,또는,상패"
인사 규정,제55조-4,포상의 종류 — 포상휴가,"포상휴가
(인사 규정 제55조 포상의 종류 제4호)","포상의,종류,포상휴가"
인사 규정,제55조-5,포상의 종류 — 특별승진,"특별승진
(인사 규정 제55조 포상의 종류 제5호)","포상의,종류,특별승진"
인사 규정,제55조-6,포상의 종류 — 기타 인사위원회의 의결에 의해 이사장의 승인을 득,"기타 인사위원회의 의결에 의해 이사장의 승인을 득 한 것
(인사 규정 제55조 포상의 종류 제6호)","포상의,종류,기타,인사위원회의,의결에,의해,이사장의,승인을"
